chapter,source,asset_id,label,category,asset_type,text_description_present
9,ChemIllusion,blk-6a05f6c9,trans-2-Butene from dissolving-metal reduction,molecular_geometry,molecule,True
9,ChemIllusion,blk-eb88db8e,Butane from complete hydrogenation,molecular_structure,molecule,True
9,ChemIllusion,blk-2877c0b8,Dissolving-metal reduction of an internal alkyne to the trans (E)-alkene,reaction,reaction,True
9,ChemIllusion,blk-75cfb3bd,blk-75cfb3bd,callout,callout,False
9,ChemIllusion,blk-972eb0c1,blk-972eb0c1,callout,callout,False
9,ChemIllusion,blk-6ffa81c5,"Propynide, the acetylide anion",atomic_orbital,molecule,True
9,ChemIllusion,blk-3fb8dbc7,"Propene, for the vinylic C-H comparison",molecular_structure,molecule,True
9,ChemIllusion,blk-3dbfa1db,"Propane, for the alkane C-H comparison",molecular_structure,molecule,True
9,ChemIllusion,blk-d402f5f2,blk-d402f5f2,callout,callout,False
9,ChemIllusion,blk-aa6b141e,blk-aa6b141e,callout,callout,False
9,ChemIllusion,blk-5bbcac99,"Bromoethane, a primary alkyl halide",molecular_structure,molecule,True
9,ChemIllusion,blk-08fdf3ff,blk-08fdf3ff,molecular_geometry,teaching_asset,False
9,ChemIllusion,blk-670bb3ac,blk-670bb3ac,callout,callout,False
10,OpenStax,Figure 10.1,"The gases released during volcanic eruptions contain large amounts of organohalides, including chloromethane, chloroform, dichlorodifluoromethane, and many others. (credit: modification of work “Tavurvur volcano” by Taro Taylor, Richard Bar",other,figure,True
10,OpenStax,Figure 10.2,for chlorination.,other,figure,True
10,OpenStax,Figure 10.3,Mechanism of allylic bromination of an alkene with NBS. The process is a radical chain reaction in which (1) a Br· radical abstracts an allylic hydrogen atom of the alkene and gives an allylic radical plus HBr. (2) The HBr then reacts with ,reaction_mechanism,figure,True
10,OpenStax,Figure 10.4,"An orbital view of the allyl radical. The p orbital on the central carbon can overlap equally well with a p orbital on either neighboring carbon, giving rise to two equivalent resonance structures.",atomic_orbital,figure,True
10,OpenStax,Figure 10.5,The spin density surface of the allyl radical locates the position of the unpaired electron and shows that it is equally shared between the two terminal carbons.,other,figure,True
10,OpenStax,Figure 10.6,"Mechanism of the Suzuki-Miyaura coupling reaction of an aromatic boronic acid with an aromatic halide to give a biaryl. The reaction takes place by (1) reaction of the aromatic halide, ArX, with the catalyst to form an organopalladium inter",reaction_mechanism,figure,True
10,OpenStax,Figure 10.7,Oxidation levels of some common compounds.,other,figure,True
10,OpenStax,Figure 10.8,"Marine corals secrete organohalogen compounds that act as a feeding deterrent to fish. (credit: “Coral reef” by Qui Nguyen, United Nations Environment Programme/Flickr, Public Domain) 332 10 • Key Terms",other,figure,True
10,OpenStax,Table 10.1,A Comparison of the Halomethanes,data_table,table,True
10,ChemIllusion,blk-66ae1460,blk-66ae1460,callout,callout,False
10,ChemIllusion,blk-74d1372e,"2-Bromobutane, a secondary alkyl halide",molecular_structure,molecule,True
10,ChemIllusion,blk-b5b1272a,"2-Chloro-2-methylpropane, a tertiary alkyl halide",molecular_structure,molecule,True
10,ChemIllusion,blk-b8976898,"1-Chlorobutane, a primary alkyl halide",molecular_structure,molecule,True
10,ChemIllusion,blk-53d25958,"Chloroethene, a vinylic halide",molecular_structure,molecule,True
10,ChemIllusion,blk-ea609a8e,blk-ea609a8e,callout,callout,False
10,ChemIllusion,blk-15e3768e,blk-15e3768e,callout,callout,False
10,ChemIllusion,blk-2762a1d3,"2-Bromo-2-methylbutane, the selective bromination product",molecular_structure,molecule,True
10,ChemIllusion,blk-81c1324b,blk-81c1324b,callout,callout,False
10,ChemIllusion,blk-3f98dd0b,blk-3f98dd0b,callout,callout,False
10,ChemIllusion,blk-53714ae7,"Propene, showing the allylic position",molecular_structure,molecule,True
10,ChemIllusion,blk-242e0d77,"3-Bromoprop-1-ene (allyl bromide), an allylic halide",molecular_structure,molecule,True
10,ChemIllusion,blk-327e1523,"Cyclohexene, an allylic-bromination substrate",molecular_structure,molecule,True
10,ChemIllusion,blk-365c9d25,blk-365c9d25,callout,callout,False
10,ChemIllusion,blk-7a5fe0e3,blk-7a5fe0e3,callout,callout,False
10,ChemIllusion,blk-f92b68ac,"But-1-ene, an unsymmetrical allylic substrate",molecular_structure,molecule,True
10,ChemIllusion,blk-91cee04b,"3-Bromo-1-butene, one allylic-bromination product",molecular_structure,molecule,True
10,ChemIllusion,blk-8cc704c7,"1-Bromo-2-butene, the resonance-shifted product",molecular_structure,molecule,True
10,ChemIllusion,blk-576c5792,blk-576c5792,callout,callout,False
10,ChemIllusion,blk-9fed9329,blk-9fed9329,callout,callout,False
10,ChemIllusion,blk-2bc12645,1-Butanol converted to 1-bromobutane,reaction,reaction,True
10,ChemIllusion,blk-247baa53,Grignard reagent formation from 1-bromobutane,reaction,reaction,True
10,ChemIllusion,blk-1a6def71,blk-1a6def71,callout,callout,False
10,ChemIllusion,blk-eb30ffca,blk-eb30ffca,callout,callout,False
10,ChemIllusion,blk-3768e87f,Protonating a Grignard reagent gives the alkane,reaction,reaction,True
10,ChemIllusion,blk-9727baf8,blk-9727baf8,callout,callout,False
10,ChemIllusion,blk-49212809,blk-49212809,callout,callout,False
10,ChemIllusion,blk-ad13e8d2,blk-ad13e8d2,callout,callout,False
11,OpenStax,Figure 11.1,"Competition occurs throughout nature. In chemistry, competition often occurs between alternative reaction pathways, such as in the substitution and elimination reactions of alkyl halides. (credit: modification of work “Bull moose fight” by ",other,figure,True
11,OpenStax,Figure 11.2,Walden’s cycle of reactions interconverting (+)- and (-)-malic acids.,other,figure,True
11,OpenStax,Figure 11.3,"A Walden cycle interconverting (+) and (-) enantiomers of 1-phenyl-2-propanol. Chirality centers are marked by asterisks, and the bonds broken in each reaction are indicated by red wavy lines. The inversion of chirality occurs in step 2, wh",other,figure,True
11,OpenStax,Figure 11.4,for the reaction of (S)-2-bromobutane with HO- to give (R)-2-butanol.,reaction_mechanism,figure,True
11,OpenStax,Figure 11.5,The transition state of an SN2 reaction has a planar arrangement of the carbon atom and the remaining three groups. Electrostatic potential maps show that negative charge is delocalized in the transition state.,molecular_property_model,figure,True
11,OpenStax,Figure 11.6,The effects of changes in reactant and transition-state energy levels on reaction rate. (a) A higher reactant energy level (red curve) corresponds to a faster reaction (smaller ∆G‡). (b) A higher transition-state energy level (red curve) co,reaction_mechanism,figure,True
11,OpenStax,Figure 11.7,"Steric hindrance to the SN2 reaction. As the models indicate, the carbon atom in (a) bromomethane is readily accessible, resulting in a fast SN2 reaction. The carbon atoms in (b) bromoethane (primary), (c) 2-bromopropane (secondary), and (d",other,figure,True
11,OpenStax,Figure 11.8,"Energy diagrams showing the effects of (a) substrate, (b) nucleophile, (c) leaving group, and (d) solvent on SN2 reaction rates. Substrate and leaving group effects are felt primarily in the transition state. Nucleophile and solvent effects",reaction_mechanism,figure,True
11,OpenStax,Figure 11.9,accounts for these observations.,other,figure,True
11,OpenStax,Figure 11.10,"An energy diagram for an SN1 reaction. The rate-limiting step is the spontaneous dissociation of the alkyl halide to give a carbocation intermediate. Reaction of the carbocation with a nucleophile then occurs in a second, faster step. Becau",reaction_mechanism,figure,True
11,OpenStax,Figure 11.11,"Stereochemistry of the SN1 reaction. Because the reaction goes through an achiral intermediate, an enantiomerically pure reactant gives an optically inactive racemic product. The conclusion that SN1 reactions on enantiomerically pure substr",reaction_mechanism,figure,True
11,OpenStax,Figure 11.12,"Ion pairs in an SN1 reaction. The leaving group shields one side of the carbocation intermediate from reaction with the nucleophile, thereby leading to some inversion of configuration rather than complete racemization.",other,figure,True
11,OpenStax,Figure 11.13,"indicates, an allylic cation has two resonance forms. In one form, the double bond is on the “left”; in the other form it’s on the “right.” A benzylic cation has five resonance forms, all of which contribute to the overall resonance hybrid.",other,figure,True
11,OpenStax,Figure 11.14,MECHANISM,reaction_mechanism,figure,True
11,OpenStax,Figure 11.15,Solvation of a carbocation by water. The electron-rich oxygen atoms of solvent molecules orient around the positively charged carbocation and thereby stabilize it.,molecular_structure,figure,True
11,OpenStax,Figure 11.16,"Biosynthesis of geraniol from dimethylallyl diphosphate. Two SN1 reactions occur, both with diphosphate ion as the leaving group. Following this initial SN1 reaction, loss of the pro-R hydrogen gives geranyl diphosphate, itself an allylic d",reaction_mechanism,figure,True
11,OpenStax,Figure 11.17,The biosynthesis of epinephrine from norepinephrine occurs by an SN2 reaction with S-adenosylmethionine. PROBLEM Review the mechanism of geraniol biosynthesis shown in,reaction_mechanism,figure,True
11,OpenStax,Figure 11.18,MECHANISM,reaction_mechanism,figure,True
11,OpenStax,Figure 11.19,The transition state for the E2 reaction of an alkyl halide with base. Overlap of the developing p orbitals in the transition state requires periplanar geometry of the reactant. You can think of E2 elimination reactions with periplanar geom,reaction_mechanism,figure,True
11,OpenStax,Figure 11.20,The geometric requirement for an E2 reaction in a substituted cyclohexane. The leaving group and the hydrogen must both be axial for anti periplanar elimination to occur.,other,figure,True
11,OpenStax,Figure 11.21,"gives a good illustration of this trans-diaxial requirement. Neomenthyl chloride undergoes elimination of HCl on reaction with ethoxide ion 200 times faster than menthyl chloride. Furthermore, neomenthyl chloride yields 3-menthene as the ma",other,figure,True
11,OpenStax,Figure 11.22,MECHANISM,reaction_mechanism,figure,True
11,OpenStax,Figure 11.23,"Elimination reactions of menthyl chloride. E2 conditions (1, strong base in 100% ethanol) lead to 2-menthene through an anti periplanar elimination, whereas E1 conditions (2, dilute base in 80% aqueous ethanol) lead to a mixture of 2-menthe",other,figure,True
11,OpenStax,Table 11.1,"lists some nucleophiles in the order of their reactivity, shows the products of their reactions with bromomethane, and gives the relative rates of their reactions. There are large differences in the rates at which various nucleophiles react",data_table,table,True
11,ChemIllusion,blk-ae39013a,blk-ae39013a,callout,callout,False
11,ChemIllusion,blk-ef8ca9bb,"Bromomethane, the ideal SN2 substrate",molecular_structure,molecule,True
11,ChemIllusion,blk-68b677be,blk-68b677be,callout,callout,False
11,ChemIllusion,blk-3eb9a3e5,blk-3eb9a3e5,callout,callout,False
11,ChemIllusion,blk-d24e9d8b,"(S)-2-Bromobutane, a single enantiomer of substrate",reaction_mechanism,molecule,True
11,ChemIllusion,blk-e21faba6,"(R)-2-Butanol, the inverted SN2 product",molecular_structure,molecule,True
11,ChemIllusion,blk-7a2a4b4c,blk-7a2a4b4c,callout,callout,False
11,ChemIllusion,blk-bb006e5e,blk-bb006e5e,callout,callout,False
11,ChemIllusion,blk-8fb4a843,"Bromoethane, a primary alkyl halide",reaction_mechanism,molecule,True
11,ChemIllusion,blk-17345f69,"2-Bromopropane, a secondary alkyl halide",molecular_structure,molecule,True
11,ChemIllusion,blk-f8bf60e1,"2-Bromo-2-methylpropane (tert-butyl bromide), a tertiary halide",reaction_mechanism,molecule,True
11,ChemIllusion,blk-db5de7d5,"Iodoethane, illustrating iodide as an excellent leaving group",data_table,molecule,True
11,ChemIllusion,blk-9c80f36a,"Butyl tosylate, a sulfonate leaving group",molecular_structure,molecule,True
11,ChemIllusion,blk-e5e3da3b,blk-e5e3da3b,callout,callout,False
11,ChemIllusion,blk-55735355,blk-55735355,callout,callout,False
11,ChemIllusion,blk-e4c20b39,Ionization of tert-butyl chloride to the tert-butyl cation,reaction_mechanism,reaction,True
11,ChemIllusion,blk-db3cd157,"2-Methyl-2-propanol (tert-butyl alcohol), the SN1 product",molecular_structure,molecule,True
11,ChemIllusion,blk-aaf4a79c,blk-aaf4a79c,callout,callout,False
11,ChemIllusion,blk-e32d76d0,blk-e32d76d0,callout,callout,False
11,ChemIllusion,blk-715cce37,blk-715cce37,callout,callout,False
11,ChemIllusion,blk-875538e8,blk-875538e8,callout,callout,False
11,ChemIllusion,blk-61f2583a,"2-Bromobutane, the substrate for the elimination examples",reaction_mechanism,molecule,True
11,ChemIllusion,blk-a727ca16,"(E)-2-Butene, the Zaitsev elimination product",data_table,molecule,True
11,ChemIllusion,blk-008bb7b6,"1-Butene, the Hofmann elimination product",molecular_structure,molecule,True
11,ChemIllusion,blk-31dd6e94,blk-31dd6e94,callout,callout,False
11,ChemIllusion,blk-cdefd5fa,blk-cdefd5fa,callout,callout,False
11,ChemIllusion,blk-62300fbd,blk-62300fbd,callout,callout,False
11,ChemIllusion,blk-965c4810,blk-965c4810,callout,callout,False
11,ChemIllusion,blk-b92340dc,"Methyl propyl ether, a Williamson ether product",reaction_mechanism,molecule,True
11,ChemIllusion,blk-635c4e7c,blk-635c4e7c,callout,callout,False
12,OpenStax,Figure 12.1,"More than a thousand different chemical compounds have been isolated from coffee. Their structures were determined using various spectroscopic techniques. (credit: modification of work ""Coffee"" by Rafael Saldaña/Flickr, CC BY 2.0)",other,figure,True
12,OpenStax,Figure 12.2,"Representation of an electron-ionization, magnetic-sector mass spectrometer. Molecules are ionized by collision with high- energy electrons, causing some of the molecules to fragment. Passage of the charged fragments through a magnetic fiel",molecular_structure,figure,True
12,OpenStax,Figure 12.3,Representation of a quadrupole mass analyzer. Only ions of a certain m/z will reach the detector; other ions will collide with the rods.,other,figure,True
12,OpenStax,Figure 12.4,shows the mass spectrum of propane. 386 12 • Structure Determination: Mass Spectrometry and Infrared Spectroscopy,other,figure,True
12,OpenStax,Figure 12.5,"Mass spectrum of 2,2-dimethylpropane (C5H12; MW = 72). No molecular ion is observed when electron-impact ionization is used. What do you think is the formula and structure of the M+ peak at m/z = 57?",molecular_structure,figure,True
12,OpenStax,Figure 12.6,"Mass spectrum of hexane (C6H14; MW = 86). The base peak is at m/z = 57, and numerous other ions are present.",other,figure,True
12,OpenStax,Figure 12.7,"shows how the hexane fragments might arise. The loss of a methyl radical (CH3, M = 15) from the hexane cation radical (M+ = 86) gives rise to a fragment of mass 86 - 15 = 71; the loss of an ethyl radical (C2H5, M = 29) accounts for a fragme",other,figure,True
12,OpenStax,Figure 12.8,Mass spectra of unlabeled samples A and B for Worked Example 12.1.,other,figure,True
12,OpenStax,Figure 12.9,Mass spectra for Problem 12-2.,other,figure,True
12,OpenStax,Figure 12.10,Mass spectrum of 2-pentanol.,other,figure,True
12,OpenStax,Figure 12.11,Mass spectrum of triethylamine. Halides,other,figure,True
12,OpenStax,Figure 12.12,"we see the molecular ion (M) at m/z = 64 for ions that contain a 35Cl and another peak at m/z = 66, called the M + 2 peak, for ions containing a 37Cl. The ratio of the relative abundance of M : M + 2 is about 3 : 1, a reflection of the isot",other,figure,True
12,OpenStax,Figure 12.13,Mass spectrum of 1-bromohexane. Carbonyl Compounds,other,figure,True
12,OpenStax,Figure 12.14,Mass spectrum of butyrophenone.,other,figure,True
12,OpenStax,Figure 12.15,"Mass spectrum of 2-methyl-3-pentanol, for Worked Example 12.2.",other,figure,True
12,OpenStax,Figure 12.16,"shows a MALDI-TOF spectrum of chicken egg-white lysozyme, MW = 14,306.7578 daltons. Biochemists generally use the unit dalton, abbreviated Da, instead of amu, although the two are equivalent (1 dalton = 1 amu).",other,figure,True
12,OpenStax,Figure 12.17,"The electromagnetic spectrum covers a continuous range of wavelengths and frequencies, from radio waves at the low- frequency end to gamma (γ) rays at the high-frequency end. The familiar visible region accounts for only a small portion nea",other,figure,True
12,OpenStax,Figure 12.18,"Electromagnetic waves are characterized by a wavelength, a frequency, and an amplitude. (a) Wavelength (λ) is the distance between two successive wave maxima. Amplitude is the height of the wave measured from the center. (b)-(c) What we per",other,figure,True
12,OpenStax,Figure 12.19,"An infrared absorption spectrum for ethanol, CH3CH2OH. A transmittance of 100% means that all the energy is passing through the sample, whereas a lower transmittance means that some energy is being absorbed. Thus, each downward spike corres",other,figure,True
12,OpenStax,Figure 12.20,The infrared and adjacent regions of the electromagnetic spectrum.,other,figure,True
12,OpenStax,Figure 12.21,"to see an example of how IR spectroscopy can be used. Although all three IR spectra contain many peaks, there are characteristic absorptions of and functional groups that allow the three compounds to be distinguished. Thus, 1-hexene shows a",other,figure,True
12,OpenStax,Figure 12.22,"The four regions of the infrared spectrum: single bonds to hydrogen, triple bonds, double bonds, and fingerprint. • The region from 4000 to 2500 cm-1 corresponds to absorptions caused by N-H, C-H, and O-H single- bond stretching motions. N-",other,figure,True
12,OpenStax,Figure 12.23,"C-H out-of-plane bending vibrations for substituted alkenes. Alkynes Alkynes show a stretching absorption at 2100 to 2260 cm-1, an absorption that is much more intense for terminal alkynes than for internal alkynes. Terminal alkynes such as",other,figure,True
12,OpenStax,Figure 12.24,C-H out-of-plane bending vibrations for substituted benzenes.,other,figure,True
12,OpenStax,Figure 12.25,IR spectrum of cyclohexanol. Amines,other,figure,True
12,OpenStax,Figure 12.26,IR spectrum of cyclohexylamine. Carbonyl Compounds,other,figure,True
12,OpenStax,Figure 12.27,The IR spectrum of benzaldehyde.,other,figure,True
12,OpenStax,Figure 12.28,IR spectrum for Worked Example 12.6.,other,figure,True
12,OpenStax,Figure 12.29,"at the end of this section, gives an example, clearly showing the following absorbances: stretch at 3300 cm-1, C-H stretches from the benzene ring at 3000 to 3100 cm-1, stretches of the benzene ring between 1450 and 1600 cm-1, and out-of-pl",other,figure,True
12,OpenStax,Figure 12.30,"The structure of human muscle fructose-1,6-bisphosphate aldolase, as determined by X-ray crystallography. (credit: modification of work Protein Data Bank, 1ALD. PDB ID: 1ALD, Gamblin, S.J. Davies, G.J. Grimes, J.M. Jackson, R.M. Littlechild",molecular_structure,figure,True
12,OpenStax,Table 12.1,lists the characteristic IR bands of some common functional groups.,data_table,table,True
12,ChemIllusion,blk-3694a761,blk-3694a761,callout,callout,False
12,ChemIllusion,blk-4aa93945,blk-4aa93945,callout,callout,False
12,ChemIllusion,blk-38aa4f39,blk-38aa4f39,callout,callout,False
12,ChemIllusion,blk-dacb2222,Hexane fragments to a family of alkyl cations,reaction,reaction,True
12,ChemIllusion,blk-948159d2,"Hexan-2-one, an alpha-cleavage and McLafferty substrate",data_table,molecule,True
12,ChemIllusion,blk-6fa66753,blk-6fa66753,callout,callout,False
12,ChemIllusion,blk-984682d9,blk-984682d9,callout,callout,False
12,ChemIllusion,blk-e7af6b44,"1-Bromopropane, showing the bromine 1:1 isotope doublet",molecular_structure,molecule,True
12,ChemIllusion,blk-cad8732e,"2-Chloropropane, showing the chlorine 3:1 isotope pattern",molecular_structure,molecule,True
12,ChemIllusion,blk-b0295daf,"Triethylamine, an odd-mass molecular ion",molecular_structure,molecule,True
12,ChemIllusion,blk-48705353,blk-48705353,callout,callout,False
12,ChemIllusion,blk-1e839cdb,blk-1e839cdb,callout,callout,False
12,ChemIllusion,blk-69390d57,"Hex-1-yne, a terminal alkyne with two diagnostic stretches",molecular_structure,molecule,True
12,ChemIllusion,blk-984f7d90,"Pent-1-ene, an alkene reference for the double-bond region",molecular_structure,molecule,True
12,ChemIllusion,blk-23bab060,blk-23bab060,callout,callout,False
12,ChemIllusion,blk-a93cda30,blk-a93cda30,callout,callout,False
12,ChemIllusion,blk-00e4c720,"Hexan-1-ol, showing the broad hydrogen-bonded O–H stretch",molecular_structure,molecule,True
12,ChemIllusion,blk-f49d9fe6,"Cyclohexanone, showing the intense ketone C=O stretch",molecular_structure,molecule,True
12,ChemIllusion,blk-e2f4500c,"Benzaldehyde, combining aromatic, aldehyde, and conjugated carbonyl bands",molecular_structure,molecule,True
12,ChemIllusion,blk-b625e965,blk-b625e965,callout,callout,False
12,ChemIllusion,blk-c00ebf9f,blk-c00ebf9f,callout,callout,False
12,ChemIllusion,blk-a1a50e43,blk-a1a50e43,callout,callout,False
13,OpenStax,Figure 13.1,"NMR spectroscopy is an invaluable aid in carrying out the design and synthesis of new drugs. (credit: modification of work by Unknown/Pxhere, CC0 1.0)",biological_context,figure,True
13,OpenStax,Figure 13.2,"(a) Nuclear spins are oriented randomly in the absence of an external magnetic field but (b) have a specific orientation in the presence of an external field, B0. Some of the spins (red) are aligned parallel to the external field while othe",other,figure,True
13,OpenStax,Figure 13.3,The energy difference ΔE between nuclear spin states depends on the strength of the applied magnetic field. Absorption of energy with frequency ν converts a nucleus from a lower spin state to a higher spin state. (a) Spin states have equal ,atomic_orbital,figure,True
13,OpenStax,Figure 13.4,"shows both the 1H and the 13C NMR spectra of methyl acetate, CH3CO2CH3. The horizontal axis shows the effective field strength felt by the nuclei, and the vertical axis indicates the intensity of absorption of rf energy. Each peak in the NM",atomic_orbital,figure,True
13,OpenStax,Figure 13.5,Schematic operation of a basic NMR spectrometer. A thin glass tube containing the sample solution is placed between the poles of a strong magnet and irradiated with rf energy.,other,figure,True
13,OpenStax,Figure 13.6,"The NMR chart. The downfield, deshielded side is on the left, and the upfield, shielded side is on the right. The tetramethylsilane (TMS) absorption is used as reference point.",other,figure,True
13,OpenStax,Figure 13.7,"The 1H NMR spectrum of methyl 2,2-dimethylpropanoate. Integrating the peaks in a stair-step manner shows that they have a 1 : 3 ratio, corresponding to the ratio of the numbers of protons (3 : 9) responsible for each peak. Modern instrument",other,figure,True
13,OpenStax,Figure 13.8,"The 1H NMR spectrum of bromoethane, CH3CH2Br. The -CH2Br protons appear as a quartet at 3.42 δ, and the -CH3 protons appear as a triplet at 1.68 δ.",other,figure,True
13,OpenStax,Figure 13.9,"The origin of spin-spin splitting in bromoethane. The nuclear spins of neighboring protons, indicated by horizontal arrows, align either with or against the applied field, causing the splitting of absorptions into multiplets. Any given mole",molecular_structure,figure,True
13,OpenStax,Figure 13.10,"shows a doublet at 1.71 δ and a seven-line multiplet, or septet, at 4.28 δ. The septet is caused by splitting of the -CHBr- proton signal by six equivalent neighboring protons on the two methyl groups (n = 6 leads to 6 + 1 = 7 peaks). The d",other,figure,True
13,OpenStax,Figure 13.11,"further illustrates these three rules. The downfield absorptions at 6.91 and 7.93 δ are due to the four aromatic-ring protons. There are two kinds of aromatic protons, each of which gives a signal that is split into a doublet by its neighbo",other,figure,True
13,OpenStax,Figure 13.12,"An integrated 1H NMR spectrum for Problem 11. 13.7 1H NMR Spectroscopy and Proton Equivalence Because each electronically distinct hydrogen in a molecule has its own unique absorption, one use of 1H NMR is to find out how many kinds of elec",molecular_structure,figure,True
13,OpenStax,Figure 13.13,"The 1H NMR spectrum of toluene, showing the accidental overlap of the five nonequivalent aromatic ring protons. Yet another complication in 1H NMR spectroscopy arises when a signal is split by two or more nonequivalent kinds of protons, as ",other,figure,True
13,OpenStax,Figure 13.14,"The 1H NMR spectrum of trans-cinnamaldehyde. The signal of the proton at C2 (blue) is split into four peaks-a doublet of doublets-by the two nonequivalent neighboring protons. To understand the 1H NMR spectrum of trans-cinnamaldehyde, we ha",other,figure,True
13,OpenStax,Figure 13.15,A tree diagram for the C2 proton of trans-cinnamaldehyde shows how it is coupled to the C1 and C3 protons with different coupling constants.,other,figure,True
13,OpenStax,Figure 13.16,"(a) The 1H NMR spectrum of cyclohexylmethanol, the product from hydroboration-oxidation of methylenecyclohexane, and (b) the 1H NMR spectrum of 1-methylcyclohexanol, the possible alternative reaction product. PROBLEM How could you use 1H NM",other,figure,True
13,OpenStax,Figure 13.17,"Carbon-13 NMR spectra of 1-pentanol, CH3CH2CH2CH2CH2OH. Spectrum (a) is a single run, showing the large amount of background noise. Spectrum (b) is an average of 200 runs.",other,figure,True
13,OpenStax,Figure 13.18,shows the correlation of chemical shift with environment.,other,figure,True
13,OpenStax,Figure 13.19,shows the 13C NMR spectra of 2-butanone and para-bromoacetophenone and indicates the peak assignments. Note that the C=O carbons are at the left edge of the spectrum in each case.,other,figure,True
13,OpenStax,Figure 13.20,"13C NMR spectrum of methyl propanoate, Problem 19. 13.12 DEPT 13C NMR Spectroscopy Numerous techniques developed in recent years have made it possible to obtain enormous amounts of information from 13C NMR spectra. Among these techniques is",molecular_structure,figure,True
13,OpenStax,Figure 13.21,"for 6-methyl-5-hepten-2-ol. The first stage is to run an ordinary spectrum (called a broadband-decoupled spectrum) to locate the chemical shifts of all carbons. Next, a second spectrum called a DEPT-90 is run, using special conditions under",other,figure,True
13,OpenStax,Figure 13.22,"The 13C NMR spectrum of 1-methylcyclohexene, the E2 reaction product from treatment of 1-chloro-1-methylcyclohexane with base.",other,figure,True
13,OpenStax,Figure 13.23,"If you’re a runner, you really don’t want this to happen to you. The MRI of this left knee shows bone formation in the tissue in a patient with osteochondroma. (credit: “Osteochondroma MRI” by Michael R Carmont, Sian Davies, Daniel Gey van ",other,figure,True
13,OpenStax,Table 13.1,The NMR Behavior of Some Common Nuclei,data_table,table,True
13,OpenStax,Table 13.2,Regions of the 1H NMR Spectrum,data_table,table,True
13,OpenStax,Table 13.3,"shows the correlation of 1H chemical shift with electronic environment in more detail. In general, protons bonded to saturated, sp3-hybridized carbons absorb at higher fields, whereas protons bonded to sp2-hybridized carbons absorb at lower",data_table,table,True
13,OpenStax,Table 13.4,Some Common Spin Multiplicities,data_table,table,True
13,ChemIllusion,blk-40be189d,blk-40be189d,callout,callout,False
13,ChemIllusion,blk-4f3b9735,"Methyl acetate, whose two proton environments give two signals",molecular_structure,molecule,True
13,ChemIllusion,blk-a54c98c4,blk-a54c98c4,callout,callout,False
13,ChemIllusion,blk-6d5ee916,blk-6d5ee916,callout,callout,False
13,ChemIllusion,blk-e04d5bbc,"Tetramethylsilane (TMS), the 0 ppm reference",molecular_structure,molecule,True
13,ChemIllusion,blk-98708d88,blk-98708d88,callout,callout,False
13,ChemIllusion,blk-b0ee2ea2,blk-b0ee2ea2,callout,callout,False
13,ChemIllusion,blk-c2e4b46a,"2-Bromopropane, whose symmetry gives two signals",molecular_structure,molecule,True
13,ChemIllusion,blk-67ad29c3,"p-Xylene, ten hydrogens condensed into two signals",molecular_structure,molecule,True
13,ChemIllusion,blk-8ed66b09,"Cyclohexane, twelve equivalent hydrogens in one line",molecular_structure,molecule,True
13,ChemIllusion,blk-3bdfbf81,blk-3bdfbf81,callout,callout,False
13,ChemIllusion,blk-afaf2a96,blk-afaf2a96,callout,callout,False
13,ChemIllusion,blk-77f52f7b,"Methyl 2,2-dimethylpropanoate, a 3:1 integration example",molecular_structure,molecule,True
13,ChemIllusion,blk-ca0a3d12,"Propanal, whose aldehyde proton absorbs near δ 9.8",molecular_structure,molecule,True
13,ChemIllusion,blk-f77ba647,blk-f77ba647,callout,callout,False
13,ChemIllusion,blk-5daa1603,blk-5daa1603,callout,callout,False
13,ChemIllusion,blk-26fa788c,"Bromoethane, the classic quartet-plus-triplet ethyl pattern",molecular_structure,molecule,True
13,ChemIllusion,blk-fee23cb9,blk-fee23cb9,teaching_asset,teaching_asset,False
13,ChemIllusion,blk-62d8da5e,"1,1-Dichloroethane, a doublet-plus-quartet pair",molecular_structure,molecule,True
13,ChemIllusion,blk-7d5a0e9c,blk-7d5a0e9c,teaching_asset,teaching_asset,False
13,ChemIllusion,blk-14ad3168,blk-14ad3168,callout,callout,False
13,ChemIllusion,blk-5daa1603-1,blk-5daa1603-1,callout,callout,False
13,ChemIllusion,blk-64d545d4,blk-64d545d4,data_table,teaching_asset,False
13,ChemIllusion,blk-9cafd5aa,blk-9cafd5aa,image,image,True
13,ChemIllusion,blk-63550bbf,blk-63550bbf,teaching_asset,teaching_asset,False
13,ChemIllusion,blk-97884771,blk-97884771,callout,callout,False
13,ChemIllusion,blk-c35a4dd7,blk-c35a4dd7,callout,callout,False
13,ChemIllusion,blk-507421f9,"Butan-2-one, four carbons in four ¹³C regions",molecular_structure,molecule,True
13,ChemIllusion,blk-9bbd86e1,blk-9bbd86e1,callout,callout,False
13,ChemIllusion,blk-f3344a3b,blk-f3344a3b,callout,callout,False
13,ChemIllusion,blk-1ae842b2,"Ethyl acetate, whose δ 4.1 quartet locates the CH₂ on oxygen",molecular_structure,molecule,True
13,ChemIllusion,blk-fd9614c6,"Methyl propanoate, the isomer whose quartet sits at δ 2.3",molecular_structure,molecule,True
13,ChemIllusion,blk-a788caa7,blk-a788caa7,callout,callout,False
